track_name,lyrics,artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode
Midnight Rain,rain he wanted it comfortable i wanted that pain he wanted a bride i was making my own name chasing that fame he stayed the same all of me changed like midnight my town was a wasteland full of cages full of fences pageant queens and big pretenders but for some it was paradise my boy was a montage a slow motion love potion jumping off things in the ocean i broke his heart cause he was nice he was sunshine i was midnight rain he wanted it comfortable i wanted that pain he wanted a bride i was making my own name chasing that fame he stayed the same all of me changed like midnight it came like a postcard picture perfect shiny family holiday peppermint candy but for him it s every day so i peered through a window a deep portal time travel all the love we unravel and the life i gave away cause he was sunshine i was midnight rain he wanted it comfortable i wanted that pain he wanted a bride i was making my own name chasing that fame he stayed the same all of me changed like midnight rain he wanted it comfortable i wanted that pain he wanted a bride i was making my own name chasing that fame he stayed the same all of me changed like midnight i guess sometimes we all get just what we wanted just what we wanted and he never thinks of me except for when i m on tv i guess sometimes we all get some kind of haunted some kind of haunted and i never think of him except on midnights like this midnights like this midnights like this ,Taylor Swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,album,,2022-10-22,2022,day,0.636,0.377,0,-11.721,1,0.0708,0.71,6.51e-5,0.115,0.23,139.966,6Nl7KyvjkFncGsjB49SxLl,https://api.spotify.com/v1/audio-analysis/6Nl7KyvjkFncGsjB49SxLl,4,,,1,174782,FALSE,https://api.spotify.com/v1/tracks/6Nl7KyvjkFncGsjB49SxLl,FALSE,NA,6,track,spotify:track:6Nl7KyvjkFncGsjB49SxLl,https://open.spotify.com/track/6Nl7KyvjkFncGsjB49SxLl,Midnights (3am Edition),C,major,C major
Mine,oh oh oh oh oh oh oh oh you were in college working part time waitin tables left a small town never looked back i was a flight risk with a fear of falling wonderin why we bother with love if it never lasts i say can you believe it as we re lyin on the couch the moment i could see it yes yes i can see it now do you remember we were sittin there by the water you put your arm around me for the first time you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine flash forward and we re takin on the world together and there s a drawer of my things at your place you learn my secrets and you figure out why i m guarded you say we ll never make my parents mistakes but we got bills to pay we got nothing figured out when it was hard to take yes yes this is what i thought about do you remember we were sittin there by the water you put your arm around me for the first time you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine do you remember all the city lights on the water you saw me start to believe for the first time you made a rebel of a careless man s careful daughter you are the best thing that s ever been mine oh oh oh oh and i remember that fight 2 30am as everything was slipping right out of our hands i ran out crying and you followed me out into the street braced myself for the goodbye cause that s all i ve ever known then you took me by surprise you said i ll never leave you alone you said i remember how we felt sitting by the water and every time i look at you it s like the first time i fell in love with a careless man s careful daughter she is the best thing that s ever been mine hold on make it last hold on never turn back hold on you made a rebel of a careless man s careful daughter make it last hold on you are the best thing that s ever been mine hold on yes yes do you believe it hold on yes yes we re gonna make it now hold on yes yes i can see it yes yes i can see it now,Taylor Swift,06HL4z0CvFAxyc27GXpf02,5EpMjweRD573ASl7uNiHym,album,,2010-10-25,2010,day,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-6,0.189,0.658,121.07,6LZaxlycSWrJZ4Volb25qx,https://api.spotify.com/v1/audio-analysis/6LZaxlycSWrJZ4Volb25qx,4,,,1,230706,FALSE,https://api.spotify.com/v1/tracks/6LZaxlycSWrJZ4Volb25qx,FALSE,NA,1,track,spotify:track:6LZaxlycSWrJZ4Volb25qx,https://open.spotify.com/track/6LZaxlycSWrJZ4Volb25qx,Speak Now (Deluxe Edition),G,major,G major
Miss Americana & The Heartbreak Prince,you know i adore you i m crazier for you than i was at 16 lost in a film scene waving homecoming queens marching band playing i m lost in the lights american glory faded before me now i m feeling hopeless ripped up my prom dress running through rose thorns i saw the scoreboard and ran for my life ah no cameras catch my pageant smile i counted days i counted miles to see you there to see you there it s been a long time coming but it s you and me that s my whole world they whisper in the hallway she s a bad bad girl okay the whole school is rolling fake dice you play stupid games you win stupid prizes it s you and me there s nothing like this miss americana and the heartbreak prince okay we re so sad we paint the town blue voted most likely to run away with you my team is losing battered and bruising i see the high fives between the bad guys leave with my head hung you are the only one who seems to care american stories burning before me i m feeling helpless the damsels are depressed boys will be boys then where are the wise men darling i m scared ah no cameras catch my muffled cries i counted days i counted miles to see you there to see you there and now the storm is coming but it s you and me that s my whole world they whisper in the hallway she s a bad bad girl okay the whole school is rolling fake dice you play stupid games you win stupid prizes it s you and me there s nothing like this miss americana and the heartbreak prince okay we re so sad we paint the town blue voted most likely to run away with you and i don t want you to go i don t really wanna fight cause nobody s gonna win i think you should come home and i don t want you to go i don t really wanna fight cause nobody s gonna win i think you should come home and i don t want you to go i don t really wanna fight cause nobody s gonna win just thought you should know and i ll never let you go cause i know this is a fight that someday we re gonna win it s you and me that s my whole world they whisper in the hallway she s a bad bad girl oh i just thought you should know you should know it s you and me there s nothing like this like this miss americana and the heartbreak prince okay we re so sad we paint the town blue paint it blue voted most likely to run away with you and i don t want you to go i don t really wanna fight cause nobody s gonna win i think you should come home and i ll never let you go cause i know this is a fight that someday we re gonna win just thought you should know it s you and me that s my whole world they whisper in the hallway she s a bad bad girl she s a bad bad girl ,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1NAmidJlEaVgA3MpcPFYGq,album,,2019-08-23,2019,day,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,214nt20w5wOxJnY462klLw,https://api.spotify.com/v1/audio-analysis/214nt20w5wOxJnY462klLw,4,,,1,234146,FALSE,https://api.spotify.com/v1/tracks/214nt20w5wOxJnY462klLw,FALSE,NA,7,track,spotify:track:214nt20w5wOxJnY462klLw,https://open.spotify.com/track/214nt20w5wOxJnY462klLw,Lover,B,minor,B minor
Never Grow Up,your little hand s wrapped around my finger and it s so quiet in the world tonight your little eyelids flutter cause you re dreaming so i tuck you in turn on your favorite nightlight to you everything s funny you got nothing to regret i d give all i have honey if you could stay like that oh darling don t you ever grow up don t you ever grow up just stay this little oh darling don t you ever grow up don t you ever grow up it could stay this simple i won t let nobody hurt you won t let no one break your heart and no one will desert you just try to never grow up never grow up you re in the car on the way to the movies and you re mortified your mom s dropping you off at fourteen there s just so much you can t do and you can t wait to move out someday and call your own shots but don t make her drop you off around the block remember that she s getting older too and don t lose the way that you dance around in your pjs getting ready for school oh darling don t you ever grow up don t you ever grow up just stay this little oh darling don t you ever grow up don t you ever grow up it could stay this simple no one s ever burned you nothing s ever left you scarred and even though you want to just try to never grow up take pictures in your mind of your childhood room memorize what it sounded like when your dad gets home remember the footsteps remember the words said and all your little brother s favorite songs i just realized everything i have is someday gonna be gone so here i am in my new apartment in a big city they just dropped me off it s so much colder than i thought it would be so i tuck myself in and turn my nightlight on wish i d never grown up i wish i d never grown up oh i don t wanna grow up wish i d never grown up i could still be little oh i don t wanna grow up wish i d never grown up it could still be simple oh darling don t you ever grow up don t you ever grow up just stay this little oh darling don t you ever grow up don t you ever grow up it could stay this simple won t let nobody hurt you won t let no one break your heart and even though you want to please try to never grow up oh oh don t you ever grow up oh never grow up just never grow up,Taylor Swift,06HL4z0CvFAxyc27GXpf02,5EpMjweRD573ASl7uNiHym,album,,2010-10-25,2010,day,0.714,0.305,2,-8.837,1,0.0305,0.819,0,0.174,0.554,124.91,74WBGgUnpKrJXt6TETfR6Z,https://api.spotify.com/v1/audio-analysis/74WBGgUnpKrJXt6TETfR6Z,4,,,1,290466,FALSE,https://api.spotify.com/v1/tracks/74WBGgUnpKrJXt6TETfR6Z,FALSE,NA,8,track,spotify:track:74WBGgUnpKrJXt6TETfR6Z,https://open.spotify.com/track/74WBGgUnpKrJXt6TETfR6Z,Speak Now (Deluxe Edition),D,major,D major
New Romantics,we re all bored we re all so tired of everything we wait for trains that just aren t coming we show off our different scarlet letters trust me mine is better we re so young but we re on the road to ruin we play dumb but we know exactly what we re doing we cry tears of mascara in the bathroom honey life is just a classroom ah ah ah ah ah ah cause baby i could build a castle out of all the bricks they threw at me and every day is like a battle but every night with us is like a dream baby we re the new romantics come on come along with me heartbreak is the national anthem we sing it proudly we are too busy dancing to get knocked off our feet baby we re the new romantics the best people in life are free we re all here the lights and noise are blinding we hang back it s all in the timing it s poker he can t see it in my face but i m about to play my ace ahh we need love but all we want is danger we team up then switch sides like a record changer the rumors are terrible and cruel but honey most of them are true ah ah ah ah ah ah cause baby i could build a castle out of all the bricks they threw at me and every day is like a battle every day is like a battle but every night with us is like a dream baby we re the new romantics come on come along with me heartbreak is the national anthem we sing it proudly we are too busy dancing yeah to get knocked off our feet hey baby we re the new romantics the best people in life are free oh oh oh oh oh oh oh oh oh oh oh oh so come on come along with me oh oh oh oh oh the best people in life are free oh oh oh oh oh please take my hand and please take me dancing and please leave me stranded it s so romantic it s so romantic ah ah ah ah ah ah cause baby i could build a castle oh baby i could build a castle out of all the bricks they threw at me at me and every day is like a battle oh oh oh oh oh but every night with us is like a dream like a dream cause baby i could build a castle castle out of all the bricks they threw at me and every day is like a battle and every day is like a battle but every night with us is like a dream baby we re the new romantics ah ah ah ah ah come on come along with me heartbreak is the national anthem ah ah ah ah ah we sing it proudly we are too busy dancing ah ah ah ah ah to get knocked off our feet baby we re the new romantics ah ah ah ah ah the best people in life are free,Taylor Swift,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,album,,2014-10-27,2014,day,0.633,0.889,5,-5.87,1,0.0715,0.00463,4.58e-4,0.0658,0.584,121.956,6rZVy6FIG7lSJQMFXHo12z,https://api.spotify.com/v1/audio-analysis/6rZVy6FIG7lSJQMFXHo12z,4,,,1,230466,FALSE,https://api.spotify.com/v1/tracks/6rZVy6FIG7lSJQMFXHo12z,FALSE,NA,16,track,spotify:track:6rZVy6FIG7lSJQMFXHo12z,https://open.spotify.com/track/6rZVy6FIG7lSJQMFXHo12z,1989 (Deluxe Edition),F,major,F major
New Year’s Day,there s glitter on the floor after the party girls carrying their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me from the night before but don t read the last page but i stay when you re lost and i m scared and you re turning away i want your midnights but i ll be cleaning up bottles with you on new year s day you squeeze my hand three times in the back of the taxi i can tell that it s gonna be a long road i ll be there if you re the toast of the town babe or if you strike out and you re crawling home don t read the last page but i stay when it s hard or it s wrong or we re making mistakes i want your midnights but i ll be cleaning up bottles with you on new year s day hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you please don t ever become a stranger whose laugh i could recognize anywhere please don t ever become a stranger whose laugh i could recognize anywhere there s glitter on the floor after the party girls carrying their shoes down in the lobby candle wax and polaroids on the hardwood floor you and me forevermore don t read the last page but i stay when it s hard or it s wrong or we re making mistakes i want your midnights but i ll be cleaning up bottles with you on new year s day hold on to the memories they will hold on to you hold on to the memories they will hold on to you hold on to the memories they will hold on to you and i will hold on to you please don t ever become a stranger to the memories they will hold on to you whose laugh i could recognize anywhere hold on to the memories they will hold on to you please don t ever become a stranger hold on to the memories they will hold on to you whose laugh i could recognize anywhere i will hold on to you ,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6DEjYFkNZh67HP7R9PSZvv,album,,2017-11-10,2017,day,0.661,0.151,0,-12.864,1,0.0354,0.921,0,0.13,0.23,94.922,7F5oktn5YOsR9eR5YsFtqb,https://api.spotify.com/v1/audio-analysis/7F5oktn5YOsR9eR5YsFtqb,4,,,1,235466,FALSE,https://api.spotify.com/v1/tracks/7F5oktn5YOsR9eR5YsFtqb,FALSE,NA,15,track,spotify:track:7F5oktn5YOsR9eR5YsFtqb,https://open.spotify.com/track/7F5oktn5YOsR9eR5YsFtqb,reputation,C,major,C major
Ours,elevator buttons and morning air strangers silence makes me want to take the stairs if you were here we d laugh about their vacant stares but right now my time is theirs seems like there s always someone who disapproves they ll judge it like they know about me and you and the verdict comes from those with nothing else to do the jury s out but my choice is you so don t you worry your pretty little mind people throw rocks at things that shine and life makes love look hard the stakes are high the water s rough but this love is ours you never know what people have up their sleeves ghosts from your past gonna jump out at me lurking in the shadows with their lip gloss smiles but i don t care cause right now you re mine and you ll say don t you worry your pretty little mind people throw rocks at things that shine and life makes love look hard the stakes are high the water s rough but this love is ours and it s not theirs to speculate if it s wrong and your hands are tough but they are where mine belong and i ll fight their doubt and give you faith with this song for you cause i love the gap between your teeth and i love the riddles that you speak and any snide remarks from my father about your tattoos will be ignored cause my heart is yours so don t you worry your pretty little mind people throw rocks at things that shine and life makes love look hard don t you worry your pretty little mind people throw rocks at things that shine but they can t take what s ours they can t take what s ours the stakes are high the water s rough but this love is ours,Taylor Swift,06HL4z0CvFAxyc27GXpf02,5EpMjweRD573ASl7uNiHym,album,,2010-10-25,2010,day,0.608,0.569,0,-7.227,1,0.0284,0.537,0,0.097,0.238,159.845,1EQn3Uc5AyUXoiPLeyCrrg,https://api.spotify.com/v1/audio-analysis/1EQn3Uc5AyUXoiPLeyCrrg,4,,,1,237920,FALSE,https://api.spotify.com/v1/tracks/1EQn3Uc5AyUXoiPLeyCrrg,FALSE,NA,15,track,spotify:track:1EQn3Uc5AyUXoiPLeyCrrg,https://open.spotify.com/track/1EQn3Uc5AyUXoiPLeyCrrg,Speak Now (Deluxe Edition),C,major,C major
Our Song,i was ridin shotgun with my hair undone in the front seat of his car he s got a one hand feel on the steering wheel the other on my heart i look around turn the radio down he says baby is something wrong i say nothin i was just thinkin how we don t have a song and he says our song is the slamming screen door sneakin out late tapping on your window when we re on the phone and you talk real slow cause it s late and your mama don t know our song is the way you laugh the first date man i didn t kiss her and i should have and when i got home fore i said amen askin god if he could play it again i was walking up the front porch steps after everything that day had gone all wrong or been trampled on and lost and thrown away got to the hallway well on my way to my lovin bed i almost didn t notice all the roses and the note that said our song is the slamming screen door sneakin out late tapping on your window when we re on the phone and you talk real slow cause it s late and your mama don t know our song is the way you laugh the first date man i didn t kiss her and i should have and when i got home fore i said amen askin god if he could play it again da da da da i ve heard every album listened to the radio waited for somethin to come along that was as good as our song cause our song is the slamming screen door sneakin out late tappin on his window when we re on the phone and he talks real slow cause it s late and his mama don t know our song is the way he laughs the first date man i didn t kiss him and i should have and when i got home fore i said amen askin god if he could play it again play it again oh yeah oh oh yeah i was ridin shotgun with my hair undone in the front seat of his car i grabbed a pen and an old napkin and i wrote down our song,Taylor Swift,06HL4z0CvFAxyc27GXpf02,5eyZZoQEFQWRHkV2xgAeBw,album,,2006-10-24,2006,day,0.668,0.672,2,-4.931,1,0.0303,0.111,0,0.329,0.539,89.011,1j6gmK6u4WNI33lMZ8dC1s,https://api.spotify.com/v1/audio-analysis/1j6gmK6u4WNI33lMZ8dC1s,4,,,1,201106,FALSE,https://api.spotify.com/v1/tracks/1j6gmK6u4WNI33lMZ8dC1s,FALSE,NA,11,track,spotify:track:1j6gmK6u4WNI33lMZ8dC1s,https://open.spotify.com/track/1j6gmK6u4WNI33lMZ8dC1s,Taylor Swift,D,major,D major
Out Of The Woods,looking at it now it all seems so simple we were lying on your couch i remember you took a polaroid of us then discovered then discovered the rest of the world was black and white but we were in screaming color and i remember thinking are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods looking at it now last december last december we were built to fall apart then fall back together back together ooh your necklace hanging from my neck the night we couldn t quite forget when we decided we decided to move the furniture so we could dance baby like we stood a chance two paper airplanes flying flying flying and i remember thinking are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet oh are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods remember when you hit the brakes too soon twenty stitches in the hospital room when you started crying baby i did too but when the sun came up i was looking at you remember when we couldn t take the heat i walked out i said i m setting you free but the monsters turned out to be just trees when the sun came up you were looking at me you were looking at me ooh you were looking at me are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods i remember are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good oh i remember are we out of the woods yet are we out of the woods yet yeah yeah are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet say are we are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet yeah are we in the clear yet yeah are we in the clear yet in the clear yet good clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good do you remember are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good,Taylor Swift,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,album,,2014-10-27,2014,day,0.553,0.841,7,-6.937,1,0.0396,7.43e-4,1.19e-5,0.341,0.338,92.008,6Nde5KuTXyB7jlPO4upaBo,https://api.spotify.com/v1/audio-analysis/6Nde5KuTXyB7jlPO4upaBo,4,,,1,235800,FALSE,https://api.spotify.com/v1/tracks/6Nde5KuTXyB7jlPO4upaBo,FALSE,NA,4,track,spotify:track:6Nde5KuTXyB7jlPO4upaBo,https://open.spotify.com/track/6Nde5KuTXyB7jlPO4upaBo,1989 (Deluxe Edition),G,major,G major
Paper Rings,the moon is high like your friends were the night that we first met went home and tried to stalk you on the internet now i ve read all of the books beside your bed the wine is cold like the shoulder that i gave you in the street cat and mouse for a month or two or three now i wake up in the night and watch you breathe ayy kiss me once cause you know i had a long night oh kiss me twice cause it s gonna be alright uh three times cause i waited my whole life 1 2 1 2 3 4 i like shiny things but i d marry you with paper rings uh huh that s right darling you re the one i want and i hate accidents except when we went from friends to this uh huh that s right darling you re the one i want in paper rings in picture frames in dirty dreams oh you re the one i want in the winter in the icy outdoor pool when you jumped in first i went in too i m with you even if it makes me blue which takes me back to the color that we painted your brother s wall honey without all the exes fights and flaws we wouldn t be standing here so tall so ayy kiss you once cause i know you had a long night oh kiss you twice cause it s gonna be alright uh three times cause you waited your whole life 1 2 1 2 3 4 ah i like shiny things but i d marry you with paper rings uh huh that s right darling you re the one i want and i hate accidents except when we went from friends to this uh huh that s right darling you re the one i want in paper rings in picture frames in dirty dreams oh you re the one i want i want to drive away with you i want your complications too i want your dreary mondays wrap your arms around me baby boy i want to drive away with you i want your complications too i want your dreary mondays wrap your arms around me baby boy uh huh i like shiny things but i d marry you with paper rings ah ah that s right you re the one i want i hate accidents except when we went from friends to this ah ah darling you re the one i want i like shiny things but i d marry you with paper rings uh huh that s right darling you re the one i want and i hate accidents except when we went from friends to this uh huh that s right darling you re the one i want in paper rings in picture frames in all my dreams you re the one i want in paper rings in picture frames in all my dreams oh you re the one i want you re the one i want one i want you re the one i want one i want,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1NAmidJlEaVgA3MpcPFYGq,album,,2019-08-23,2019,day,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-5,0.0742,0.865,103.979,4y5bvROuBDPr5fuwXbIBZR,https://api.spotify.com/v1/audio-analysis/4y5bvROuBDPr5fuwXbIBZR,4,,,1,222400,FALSE,https://api.spotify.com/v1/tracks/4y5bvROuBDPr5fuwXbIBZR,FALSE,NA,8,track,spotify:track:4y5bvROuBDPr5fuwXbIBZR,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,Lover,A,major,A major
Paris, your ex friend s sister met someone at a club and he kissed her turns out it was that guy you hooked up with ages ago some wannabe z lister and all the outfits were terrible 2003 unbearable did you see the photos no i didn t but thanks though i m so in love that i might stop breathing drew a map on your bedroom ceiling no i didn t see the news cause we were somewhere else stumbled down pretend alleyways cheap wine make believe it s champagne i was taken by the view like we were in paris like we were somewhere else like we were in paris oh we were somewhere else privacy sign on the door and on my page and on the whole world romance is not dead if you keep it just yours levitate above all the messes made sit quiet by my side in the shade and not the kind that s thrown i mean the kind under where a tree has grown i m so in love that i might stop breathing drew a map on your bedroom ceiling no i didn t see the news cause we were somewhere else stumbled down pretend alleyways cheap wine make believe it s champagne i was taken by the view like we were in paris oh like we were somewhere else like we were in paris oh we were somewhere else i wanna brainwash you into loving me forever i wanna transport you to somewhere the culture s clever confess my truth in swooping sloping cursive letters let the only flashing lights be the tower at midnight in my mind we drew a map on your bedroom ceiling no i didn t see the news cause we were somewhere else in an alleyway drinking champagne cause we were in paris yes we were somewhere else my love we were in paris yes we were somewhere else,Taylor Swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,album,,2022-10-22,2022,day,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-5,0.137,0.345,110.947,7712gjoih4QoDbXpljEk21,https://api.spotify.com/v1/audio-analysis/7712gjoih4QoDbXpljEk21,4,,,1,196258,FALSE,https://api.spotify.com/v1/tracks/7712gjoih4QoDbXpljEk21,FALSE,NA,16,track,spotify:track:7712gjoih4QoDbXpljEk21,https://open.spotify.com/track/7712gjoih4QoDbXpljEk21,Midnights (3am Edition),G,major,G major
Question...?,i remember good girl sad boy big city wrong choices we had one thing goin on i swear that it was somethin cause i don t remember who i was before you painted all my nights a color i ve searched for since but one thing after another fuckin situations circumstances miscommunications and i have to say by the way i just may like some explanations can i ask you a question did you ever have someone kiss you in a crowded room and every single one of your friends was makin fun of you but fifteen seconds later thеy were clappin too then what did you do did you lеave her house in the middle of the night oh did you wish you d put up more of a fight oh when she said it was too much do you wish you could still touch her it s just a question half moon eyes bad surprise did you realize out of time she was on your mind with some dickhead guy that you saw that night but you were on somethin it was one drink after another fuckin politics and gender roles and you re not sure and i don t know got swept away in the gray i just may like to have a conversation can i ask you a question did you ever have someone kiss you in a crowded room and every single one of your friends was makin fun of you but fifteen seconds later they were clappin too then what did you do did you leave her house in the middle of the night oh did you wish you d put up more of a fight oh when she said it was too much do you wish you could still touch her it s just a question does it feel like everything s just like second best after that meteor strike and what s that that i heard that you re still with her that s nice i m sure that s what s suitable and right but tonight can i ask you a question can i ask you a question did you ever have someone kiss you in a crowded room in a crowded room and every single one of your friends was makin fun of you makin fun of you but fifteen seconds later they were clappin too then what did you do do did you leave her house in the middle of the night oh did you wish you d put up more of a fight oh more of a fight when she said it was too much do you wish you could still touch her it s just a question,Taylor Swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,album,,2022-10-22,2022,day,0.751,0.502,7,-8.777,1,0.162,0.226,0,0.297,0.112,108.989,6C7OF1Jal7YkyjzyUG8vkK,https://api.spotify.com/v1/audio-analysis/6C7OF1Jal7YkyjzyUG8vkK,4,,,1,210556,TRUE,https://api.spotify.com/v1/tracks/6C7OF1Jal7YkyjzyUG8vkK,FALSE,NA,7,track,spotify:track:6C7OF1Jal7YkyjzyUG8vkK,https://open.spotify.com/track/6C7OF1Jal7YkyjzyUG8vkK,Midnights (3am Edition),G,major,G major
Red,loving him is like driving a new maserati down a dead end street faster than the wind passionate as sin ending so suddenly loving him is like trying to change your mind once you re already flying through the free fall like the colors in autumn so bright just before they lose it all losing him was blue like i d never known missing him was dark gray all alone forgetting him was like trying to know somebody you ve never met but loving him was red red red red red loving him was red red red red red touching him was like realizing all you ever wanted was right there in front of you memorizing him was as easy as knowing all the words to your old favorite song fighting with him was like trying to solve a crossword and realizing there s no right answer regretting him was like wishing you never found out that love could be that strong losing him was blue like i d never known missing him was dark gray all alone whoa forgetting him was like trying to know somebody you ve never met but loving him was red red red oh red red red burning red red red red red remembering him comes in flashbacks and echoes tell myself it s time now gotta let go but moving on from him is impossible when i still see it all in my head in burning red burning it was red oh losing him was blue like i d never known missing him was dark gray all alone whoa forgetting him was like trying to know somebody you ve never met cause loving him was red red red yeah yeah red red red burning red red red red red and that s why red red he s spinning round in my head comes back to me red red burning red red red yeah yeah red red his love was like driving a new maserati down a dead end street,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1KlU96Hw9nlvqpBPlSqcTV,album,,2012-10-22,2012,day,0.602,0.896,1,-4.267,0,0.0437,0.0773,8.87e-5,0.091,0.641,124.978,1RvQQGwaPipiNgz8RXAKA8,https://api.spotify.com/v1/audio-analysis/1RvQQGwaPipiNgz8RXAKA8,4,,,1,220826,FALSE,https://api.spotify.com/v1/tracks/1RvQQGwaPipiNgz8RXAKA8,FALSE,NA,2,track,spotify:track:1RvQQGwaPipiNgz8RXAKA8,https://open.spotify.com/track/1RvQQGwaPipiNgz8RXAKA8,Red (Deluxe Edition),C#,minor,C# minor
Sad Beautiful Tragic,long handwritten note deep in your pocket words how little they mean when you re a little too late i stood right by the tracks your face in a locket good girls hopeful they ll be and long they will wait we had a beautiful magic love there what a sad beautiful tragic love affair in dreams i meet you in warm conversation we both wake in lonely beds different cities and time is taking its sweet time erasing you and you ve got your demons and darling they all look like me cause we had a beautiful magic love there what a sad beautiful tragic love affair distance timing breakdown fighting silence the train runs off its tracks kiss me try to fix it could you just try to listen hang up give up and for the life of us we can t get back a beautiful magic love there what a sad beautiful tragic beautiful tragic beautiful what we had a beautiful magic love there what a sad beautiful tragic love affair we had a beautiful magic love there what a sad beautiful tragic love affair,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1KlU96Hw9nlvqpBPlSqcTV,album,,2012-10-22,2012,day,0.624,0.34,7,-12.411,1,0.029,0.632,0.0337,0.121,0.261,129.987,5QKhg4r4Ibt0LVTmWEXTEg,https://api.spotify.com/v1/audio-analysis/5QKhg4r4Ibt0LVTmWEXTEg,3,,,1,283680,FALSE,https://api.spotify.com/v1/tracks/5QKhg4r4Ibt0LVTmWEXTEg,FALSE,NA,12,track,spotify:track:5QKhg4r4Ibt0LVTmWEXTEg,https://open.spotify.com/track/5QKhg4r4Ibt0LVTmWEXTEg,Red (Deluxe Edition),G,major,G major
